id,contestId,index,title,rating,tags
437E,437,E,The Child and Polygon,2500.0,"['dp', 'geometry']"
437D,437,D,The Child and Zoo,1900.0,"['dsu', 'sortings']"
437C,437,C,The Child and Toy,1400.0,"['graphs', 'greedy', 'sortings']"
437B,437,B,The Child and Set,1500.0,"['bitmasks', 'greedy', 'implementation', 'sortings']"
437A,437,A,The Child and Homework,1300.0,['implementation']
436F,436,F,Banners,3000.0,"['brute force', 'data structures', 'dp']"
436E,436,E,Cardboard Box,2600.0,"['data structures', 'greedy']"
436D,436,D,Pudding Monsters,2800.0,['dp']
436C,436,C,Dungeons and Candies,1800.0,"['dsu', 'graphs', 'greedy', 'trees']"
436B,436,B,Om Nom and Spiders,1400.0,"['implementation', 'math']"
436A,436,A,Feed with Candy,1500.0,['greedy']
435E,435,E,Special Graph,2500.0,[]
435D,435,D,Special Grid,2000.0,"['brute force', 'dp', 'greedy']"
435C,435,C,Cardiogram,1600.0,['implementation']
435B,435,B,Pasha Maximizes,1400.0,['greedy']
435A,435,A,Queue on Bus Stop,1000.0,['implementation']
434E,434,E,Furukawa Nagisa's Tree,3000.0,"['binary search', 'divide and conquer', 'sortings', 'trees']"
434D,434,D,Nanami's Power Plant,2900.0,['flows']
433E,433,E,Tachibana Kanade's Tofu,2500.0,['dp']
433D,433,D,Nanami's Digital Board,2000.0,"['dsu', 'implementation']"
433C,433,C,Ryouko's Memory Note,1800.0,"['implementation', 'math', 'sortings']"
433B,433,B,Kuriyama Mirai's Stones,1200.0,"['dp', 'implementation', 'sortings']"
433A,433,A,Kitahara Haruki's Gift,1100.0,"['brute force', 'implementation']"
432E,432,E,Square Tiling,2300.0,"['constructive algorithms', 'greedy']"
432D,432,D,Prefixes and Suffixes,2000.0,"['dp', 'string suffix structures', 'strings', 'two pointers']"
432C,432,C,Prime Swaps,1800.0,"['greedy', 'sortings']"
432B,432,B,Football Kit,1200.0,"['brute force', 'greedy', 'implementation']"
432A,432,A,Choosing Teams,800.0,"['greedy', 'implementation', 'sortings']"
431E,431,E,Chemistry Experiment,2200.0,"['binary search', 'data structures', 'ternary search']"
431D,431,D,Random Task,2100.0,"['binary search', 'bitmasks', 'combinatorics', 'dp', 'math']"
431C,431,C,k-Tree,1600.0,"['dp', 'implementation', 'trees']"
431B,431,B,Shower Line,1200.0,"['brute force', 'implementation']"
431A,431,A,Black Square,800.0,['implementation']
430B,430,B,Balls Game,1400.0,"['brute force', 'two pointers']"
430A,430,A,Points and Segments (easy),1600.0,"['constructive algorithms', 'sortings']"
429E,429,E,Points and Segments,3000.0,['graphs']
429D,429,D,Tricky Function,2200.0,"['data structures', 'divide and conquer', 'geometry']"
429C,429,C,Guess the Tree,2300.0,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'trees']"
429B,429,B,Working out,1600.0,['dp']
429A,429,A,Xor-tree,1300.0,"['dfs and similar', 'trees']"
427E,427,E,Police Patrol,2000.0,"['greedy', 'implementation', 'math', 'ternary search']"
427D,427,D,Match & Catch,2200.0,"['dp', 'string suffix structures', 'strings']"
427C,427,C,Checkposts,1700.0,"['dfs and similar', 'graphs', 'two pointers']"
427B,427,B,Prison Transfer,1100.0,"['data structures', 'implementation']"
427A,427,A,Police Recruits,800.0,['implementation']
426B,426,B,Sereja and Mirroring,1300.0,['implementation']
426A,426,A,Sereja and Mugs,800.0,['implementation']
425E,425,E,Sereja and Sets,2500.0,['dp']
425D,425,D,Sereja and Squares,2300.0,"['binary search', 'data structures', 'hashing']"
425C,425,C,Sereja and Two Sequences,2300.0,"['data structures', 'dp']"
425B,425,B,Sereja and Table ,2200.0,"['bitmasks', 'greedy']"
425A,425,A,Sereja and Swaps,1500.0,"['brute force', 'sortings']"
424E,424,E,Colored Jenga,2500.0,"['dfs and similar', 'dp', 'probabilities']"
424D,424,D,Biathlon Track,2300.0,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'dp']"
424C,424,C,Magic Formulas,1600.0,['math']
424B,424,B,Megacity,1200.0,"['binary search', 'greedy', 'implementation', 'sortings']"
424A,424,A,Squats,900.0,['implementation']
421D,421,D,Bug in Code,1900.0,"['binary search', 'data structures', 'sortings']"
421A,421,A,Pasha and Hamsters,800.0,"['constructive algorithms', 'implementation']"
420E,420,E,Playing the ball,2600.0,['geometry']
420D,420,D,Cup Trick,2200.0,['data structures']
420C,420,C,Bug in Code,1900.0,"['data structures', 'graphs', 'implementation', 'two pointers']"
420B,420,B,Online Meeting,1800.0,['implementation']
420A,420,A,Start Up,1000.0,['implementation']
418E,418,E,Tricky Password,3100.0,['data structures']
418D,418,D,Big Problems for Organizers,2800.0,"['data structures', 'graphs', 'trees']"
417E,417,E,Square Table,2400.0,"['constructive algorithms', 'math', 'probabilities']"
417D,417,D,Cunning Gena,1900.0,"['bitmasks', 'dp', 'greedy', 'sortings']"
417C,417,C,Football,1400.0,"['constructive algorithms', 'graphs', 'implementation']"
417B,417,B,Crash,1400.0,['implementation']
417A,417,A,Elimination,1500.0,"['dp', 'implementation', 'math']"
416E,416,E,President's Path,2500.0,"['dp', 'graphs', 'shortest paths']"
416D,416,D,Population Size,2400.0,"['greedy', 'implementation', 'math']"
416C,416,C,Booking System,1600.0,"['binary search', 'dp', 'greedy', 'implementation']"
416B,416,B,Art Union,1300.0,"['brute force', 'dp', 'implementation']"
416A,416,A,Guess a number!,1400.0,"['greedy', 'implementation', 'two pointers']"
415B,415,B,Mashmokh and Tokens,1500.0,"['binary search', 'greedy', 'implementation', 'math']"
415A,415,A,Mashmokh and Lights,900.0,['implementation']
414E,414,E,Mashmokh's Designed Problem,3200.0,['data structures']
414D,414,D,Mashmokh and Water Tanks,2300.0,"['binary search', 'data structures', 'greedy', 'trees', 'two pointers']"
414C,414,C,Mashmokh and Reverse Operation,2100.0,"['combinatorics', 'divide and conquer']"
414B,414,B,Mashmokh and ACM,1400.0,"['combinatorics', 'dp', 'number theory']"
414A,414,A,Mashmokh and Numbers,1500.0,"['constructive algorithms', 'number theory']"
413E,413,E,Maze 2D,2200.0,"['data structures', 'divide and conquer']"
413D,413,D,2048,2000.0,"['bitmasks', 'dp']"
413C,413,C,Jeopardy!,1400.0,"['greedy', 'math']"
413B,413,B,Spyke Chatting,1300.0,['implementation']
413A,413,A,Data Recovery,1200.0,['implementation']
412E,412,E,E-mail Addresses,1900.0,['implementation']
412D,412,D,Giving Awards,2000.0,['dfs and similar']
412C,412,C,Pattern,1200.0,"['implementation', 'strings']"
412B,412,B,Network Configuration,900.0,"['greedy', 'sortings']"
412A,412,A,Poster,900.0,"['greedy', 'implementation']"
411C,411,C,Kicker,1700.0,"['*special', 'implementation']"
411B,411,B,Multi-core Processor,1600.0,['implementation']
411A,411,A,Password Check,800.0,"['*special', 'implementation']"
409I,409,I,Feed the Golorp,2400.0,['*special']
409H,409,H,A + B Strikes Back,1500.0,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']"
409G,409,G,On a plane,2200.0,"['*special', 'geometry']"
409F,409,F,000001,1900.0,['*special']
409E,409,E,Dome,1800.0,['*special']
409D,409,D,Big Data,1700.0,['*special']
409C,409,C,Magnum Opus,1700.0,['*special']
409B,409,B,Mysterious Language,1700.0,['*special']
409A,409,A,The Great Game,1700.0,['*special']
408B,408,B,Garland,1200.0,['implementation']
408A,408,A,Line to Cashier,900.0,['implementation']
407E,407,E,k-d-sequence,3100.0,['data structures']
407D,407,D,Largest Submatrix 3,2700.0,"['dp', 'hashing']"
407C,407,C,Curious Array,2500.0,"['brute force', 'combinatorics', 'implementation', 'math']"
407B,407,B,Long Path,1600.0,"['dp', 'implementation']"
407A,407,A,Triangle,1600.0,"['brute force', 'geometry', 'implementation', 'math']"
406E,406,E,Hamming Triples,2800.0,"['implementation', 'math', 'two pointers']"
406D,406,D,Hill Climbing,2200.0,"['dfs and similar', 'geometry', 'trees']"
405E,405,E,Graph Cutting,2300.0,"['dfs and similar', 'graphs']"
405D,405,D,Toy Sum,1700.0,"['greedy', 'implementation', 'math']"
405C,405,C,Unusual Product,1600.0,"['implementation', 'math']"
405B,405,B,Domino Effect,1100.0,[]
405A,405,A,Gravity Flip,900.0,"['greedy', 'implementation', 'sortings']"
404E,404,E,Maze 1D,2200.0,"['binary search', 'greedy', 'implementation']"
404D,404,D,Minesweeper 1D,1900.0,"['dp', 'implementation']"
404C,404,C,Restore Graph,1800.0,"['dfs and similar', 'graphs', 'sortings']"
404B,404,B,Marathon,1500.0,"['implementation', 'math']"
404A,404,A,Valera and X,1000.0,['implementation']
403E,403,E,Two Rooted Trees,2900.0,"['data structures', 'implementation', 'trees']"
403D,403,D,Beautiful Pairs of Numbers,2300.0,"['combinatorics', 'dp']"
402E,402,E,Strictly Positive Matrix,2200.0,"['graphs', 'math']"
402D,402,D,Upgrading Array,1800.0,"['dp', 'greedy', 'math', 'number theory']"
402C,402,C,Searching for Graph,1500.0,"['brute force', 'constructive algorithms', 'graphs']"
402B,402,B,Trees in a Row,1400.0,"['brute force', 'implementation']"
402A,402,A,Nuts,1100.0,"['greedy', 'math']"
401E,401,E,Olympic Games,2500.0,['math']
401D,401,D,Roman and Numbers,2000.0,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'number theory']"
401C,401,C,Team,1400.0,"['constructive algorithms', 'greedy', 'implementation']"
401B,401,B,Sereja and Contests,1200.0,"['greedy', 'implementation', 'math']"
401A,401,A,Vanya and Cards,800.0,"['implementation', 'math']"
400E,400,E,Inna and Binary Logic,2100.0,"['binary search', 'bitmasks', 'data structures']"
400D,400,D,Dima and Bacteria,2000.0,"['dsu', 'graphs', 'shortest paths']"
400C,400,C,Inna and Huge Candy Matrix,1500.0,"['implementation', 'math']"
400B,400,B,Inna and New Matrix of Candies,1200.0,"['brute force', 'implementation', 'schedules']"
400A,400,A,Inna and Choose Options,1000.0,['implementation']
399B,399,B,Red and Blue Balls,,[]
399A,399,A,Pages,,['implementation']
398E,398,E,Sorting Permutations,,[]
398D,398,D,Instant Messanger,,['data structures']
398C,398,C,Tree and Array,,['constructive algorithms']
398B,398,B,Painting The Wall,,"['dp', 'probabilities']"
398A,398,A,Cards,,"['constructive algorithms', 'implementation']"
397B,397,B,On Corruption and Numbers,,"['constructive algorithms', 'implementation', 'math']"
397A,397,A,On Segment's Own Points,,['implementation']
396E,396,E,On Iteration of One Well-Known Function,,['math']
396D,396,D,On Sum of Number of Inversions in Permutations,,"['combinatorics', 'math']"
396C,396,C,On Changing Tree,,"['data structures', 'graphs', 'trees']"
396B,396,B,On Sum of Fractions,,"['math', 'number theory']"
396A,396,A,On Number of Decompositions into Multipliers,,"['combinatorics', 'math', 'number theory']"
394E,394,E,Lightbulb for Minister,,['geometry']
394D,394,D,Physical Education and Buns,,"['brute force', 'implementation', 'math']"
394C,394,C,Dominoes,,"['constructive algorithms', 'greedy']"
394B,394,B,Very Beautiful Number,,['math']
394A,394,A,Counting Sticks,,"['brute force', 'implementation']"
393B,393,B,Three matrices,,[]
393A,393,A,Nineteen,,[]
392E,392,E,Deleting Substrings,,[]
392D,392,D,Three Arrays,,['data structures']
392C,392,C,Yet Another Number Sequence,,"['combinatorics', 'math', 'matrices']"
392B,392,B,Tower of Hanoi,,['dp']
392A,392,A,Blocked Points,,['math']
391F3,391,F3,Stock Trading,,[]
391F2,391,F2,Stock Trading,,['greedy']
391F1,391,F1,Stock Trading,,['dp']
391E2,391,E2,Three Trees,,[]
391E1,391,E1,Three Trees,,[]
391D2,391,D2,Supercollider,,['data structures']
391D1,391,D1,Supercollider,,['brute force']
391C3,391,C3,The Tournament,,[]
391C2,391,C2,The Tournament,,['greedy']
391C1,391,C1,The Tournament,,['brute force']
391B,391,B,Word Folding,,['brute force']
391A,391,A,Genetic Engineering,,"['implementation', 'two pointers']"
390E,390,E,Inna and Large Sweet Matrix,,[]
390D,390,D,Inna and Sweet Matrix,,['constructive algorithms']
390C,390,C,Inna and Candy Boxes,,['data structures']
390B,390,B,"Inna, Dima and Song",,['implementation']
390A,390,A,Inna and Alarm Clock,,['implementation']
389B,389,B,Fox and Cross,1100.0,"['greedy', 'implementation']"
389A,389,A,Fox and Number Game,1000.0,"['greedy', 'math']"
388E,388,E,Fox and Meteor Shower,3100.0,['geometry']
388D,388,D,Fox and Perfect Sets,2700.0,['math']
388C,388,C,Fox and Card Game,2000.0,"['games', 'greedy', 'sortings']"
388B,388,B,Fox and Minimal path,1900.0,"['bitmasks', 'constructive algorithms', 'graphs', 'implementation', 'math']"
388A,388,A,Fox and Box Accumulation,1400.0,"['greedy', 'sortings']"
387E,387,E,George and Cards,2200.0,"['binary search', 'data structures']"
387D,387,D,George and Interesting Graph,2200.0,['graph matchings']
387C,387,C,George and Number,1700.0,"['greedy', 'implementation']"
387B,387,B,George and Round,1200.0,"['brute force', 'greedy', 'two pointers']"
387A,387,A,George and Sleep,900.0,['implementation']
386D,386,D,Game with Points,2100.0,"['dp', 'graphs', 'implementation', 'shortest paths']"
386C,386,C,Diverse Substrings,2000.0,"['dp', 'strings', 'two pointers']"
386B,386,B,"Fly, freebies, fly!",1400.0,"['binary search', 'brute force', 'implementation']"
386A,386,A,Second-Price Auction,800.0,['implementation']
385E,385,E,Bear in the Field,2300.0,"['math', 'matrices']"
385D,385,D,Bear and Floodlight,2200.0,"['bitmasks', 'dp', 'geometry']"
385C,385,C,Bear and Prime Numbers,1700.0,"['binary search', 'brute force', 'data structures', 'dp', 'implementation', 'math', 'number theory']"
385B,385,B,Bear and Strings,1200.0,"['brute force', 'greedy', 'implementation', 'math', 'strings']"
385A,385,A,Bear and Raspberry,1000.0,"['brute force', 'greedy', 'implementation']"
384B,384,B,Multitasking,1500.0,"['greedy', 'implementation', 'sortings', 'two pointers']"
384A,384,A,Coder,800.0,['implementation']
383E,383,E,Vowels,2700.0,"['combinatorics', 'divide and conquer', 'dp']"
383D,383,D,Antimatter,2300.0,['dp']
383C,383,C,Propagating tree,2000.0,"['data structures', 'dfs and similar', 'trees']"
383B,383,B,Volcanoes,2500.0,"['binary search', 'implementation', 'sortings', 'two pointers']"
383A,383,A,Milking cows,1600.0,"['data structures', 'greedy']"
382E,382,E,Ksenia and Combinatorics,2600.0,"['combinatorics', 'dp']"
382D,382,D,Ksenia and Pawns,2200.0,"['dfs and similar', 'graphs', 'implementation', 'trees']"
382C,382,C,Arithmetic Progression,1700.0,"['implementation', 'sortings']"
382B,382,B,Number Busters,2000.0,"['binary search', 'math']"
382A,382,A,Ksenia and Pan Scales,1100.0,"['greedy', 'implementation']"
381B,381,B,Sereja and Stairs,1100.0,"['greedy', 'implementation', 'sortings']"
381A,381,A,Sereja and Dima,800.0,"['greedy', 'implementation', 'two pointers']"
380E,380,E,Sereja and Dividing,2600.0,['data structures']
380D,380,D,Sereja and Cinema,2500.0,"['combinatorics', 'math']"
380C,380,C,Sereja and Brackets,2000.0,"['data structures', 'schedules']"
380B,380,B,Sereja and Tree,2400.0,"['graphs', 'implementation']"
380A,380,A,Sereja and Prefixes,1600.0,"['binary search', 'brute force']"
379G,379,G,New Year Cactus,3100.0,['dp']
379F,379,F,New Year Tree,2400.0,"['data structures', 'divide and conquer', 'trees']"
379E,379,E,New Year Tree Decorations,2500.0,"['geometry', 'schedules', 'sortings']"
379D,379,D,New Year Letter,2000.0,"['bitmasks', 'brute force', 'dp']"
379C,379,C,New Year Ratings Change,1400.0,"['greedy', 'sortings']"
379B,379,B,New Year Present,1200.0,"['constructive algorithms', 'implementation']"
379A,379,A,New Year Candles,1000.0,['implementation']
378B,378,B,Semifinals,1300.0,"['implementation', 'sortings']"
378A,378,A,Playing with Dice,800.0,['brute force']
377E,377,E,Cookie Clicker,2800.0,"['dp', 'geometry']"
377D,377,D,Developing Game,2400.0,['data structures']
377C,377,C,Captains Mode,2200.0,"['bitmasks', 'dp', 'games']"
377B,377,B,Preparing for the Contest,1900.0,"['binary search', 'data structures', 'greedy', 'sortings']"
377A,377,A,Maze,1600.0,['dfs and similar']
376B,376,B,I.O.U.,1300.0,['implementation']
376A,376,A,Lever,900.0,"['implementation', 'math']"
375E,375,E,Red and Black Tree,3000.0,"['dp', 'implementation', 'math']"
375D,375,D,Tree and Queries,2400.0,"['data structures', 'dfs and similar', 'trees']"
375C,375,C,Circling Round Treasures,2600.0,"['bitmasks', 'shortest paths']"
375B,375,B,Maximum Submatrix 2,1600.0,"['data structures', 'dp', 'implementation', 'sortings']"
375A,375,A,Divisible by Seven,1600.0,"['math', 'number theory']"
374E,374,E,Inna and Babies,2600.0,"['binary search', 'data structures', 'dsu', 'geometry', 'implementation']"
374D,374,D,Inna and Sequence ,2000.0,"['binary search', 'data structures', 'dp', 'trees']"
374C,374,C,Inna and Dima,1900.0,"['dfs and similar', 'dp', 'graphs', 'implementation']"
374B,374,B,Inna and Nine,1500.0,"['combinatorics', 'greedy']"
374A,374,A,Inna and Pink Pony,2000.0,"['greedy', 'implementation']"
373B,373,B,Making Sequences is Fun,1600.0,"['binary search', 'implementation', 'math']"
373A,373,A,Collecting Beats is Fun,900.0,['implementation']
372E,372,E,Drawing Circles is Fun,3000.0,"['combinatorics', 'geometry']"
372D,372,D,Choosing Subtree is Fun,2600.0,"['binary search', 'data structures', 'dfs and similar', 'trees', 'two pointers']"
372C,372,C,Watching Fireworks is Fun,2100.0,"['data structures', 'dp', 'math']"
372B,372,B,Counting Rectangles is Fun,1900.0,"['brute force', 'divide and conquer', 'dp']"
372A,372,A,Counting Kangaroos is Fun,1600.0,"['binary search', 'greedy', 'sortings', 'two pointers']"
371E,371,E,Subway Innovation,2000.0,"['greedy', 'math', 'two pointers']"
371D,371,D,Vessels,1800.0,"['data structures', 'dsu', 'implementation', 'trees']"
371C,371,C,Hamburgers,1600.0,"['binary search', 'brute force']"
371B,371,B,Fox Dividing Cheese,1300.0,"['math', 'number theory']"
371A,371,A,K-Periodic Array,1000.0,"['greedy', 'implementation', 'math']"
370E,370,E,Summer Reading,2500.0,"['dp', 'greedy']"
370D,370,D,Broken Monitor,2100.0,"['brute force', 'constructive algorithms', 'greedy', 'implementation']"
370C,370,C,Mittens,1800.0,"['constructive algorithms', 'greedy', 'sortings']"
370B,370,B,Berland Bingo,1300.0,['implementation']
370A,370,A,"Rook, Bishop and King",1100.0,"['graphs', 'math', 'shortest paths']"
369E,369,E,Valera and Queries,2200.0,"['binary search', 'data structures']"
369D,369,D,Valera and Fools,2200.0,"['dfs and similar', 'dp', 'graphs', 'shortest paths']"
369C,369,C,Valera and Elections,1600.0,"['dfs and similar', 'graphs', 'trees']"
369B,369,B,Valera and Contest,1400.0,"['constructive algorithms', 'implementation', 'math']"
369A,369,A,Valera and Plates,900.0,"['greedy', 'implementation']"
368B,368,B,Sereja and Suffixes,1100.0,"['data structures', 'dp']"
368A,368,A,Sereja and Coat Rack,1000.0,['implementation']
367E,367,E,Sereja and Intervals,2700.0,"['combinatorics', 'dp']"
367D,367,D,Sereja and Sets,2400.0,"['bitmasks', 'dfs and similar']"
367C,367,C,Sereja and the Arrangement of Numbers,2000.0,"['graphs', 'greedy', 'sortings']"
367B,367,B,Sereja ans Anagrams,1900.0,"['binary search', 'data structures']"
367A,367,A,Sereja and Algorithm ,1500.0,"['data structures', 'implementation']"
366E,366,E,Dima and Magic Guitar,2200.0,"['brute force', 'implementation', 'math']"
366D,366,D,Dima and Trap Graph,2000.0,"['binary search', 'data structures', 'dfs and similar', 'dsu', 'shortest paths', 'two pointers']"
366C,366,C,Dima and Salad,1900.0,['dp']
366B,366,B,Dima and To-do List,1200.0,"['brute force', 'implementation']"
366A,366,A,Dima and Guards,1100.0,['implementation']
365B,365,B,The Fibonacci Segment,1100.0,['implementation']
365A,365,A,Good Number,1100.0,['implementation']
364E,364,E,Empty Rectangles,3000.0,"['divide and conquer', 'two pointers']"
364D,364,D,Ghd,2900.0,"['brute force', 'math', 'probabilities']"
364C,364,C,Beautiful Set,2300.0,"['brute force', 'number theory']"
364B,364,B,Free Market,2200.0,"['dp', 'greedy']"
364A,364,A,Matrix,1600.0,"['combinatorics', 'data structures', 'implementation']"
363E,363,E,Two Circles,2500.0,"['brute force', 'data structures', 'implementation']"
363D,363,D,Renting Bikes,1800.0,"['binary search', 'greedy']"
363C,363,C,Fixing Typos,1400.0,"['greedy', 'implementation']"
363B,363,B,Fence,1100.0,"['brute force', 'dp']"
363A,363,A,Soroban,800.0,['implementation']
362E,362,E,Petya and Pipes,2300.0,"['flows', 'graphs', 'shortest paths']"
362D,362,D,Fools and Foolproof Roads,2100.0,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy']"
362C,362,C,Insertion Sort,1900.0,"['data structures', 'dp', 'implementation', 'math']"
362B,362,B,Petya and Staircases,1100.0,"['implementation', 'sortings']"
362A,362,A,Two Semiknights Meet,1500.0,"['greedy', 'math']"
361B,361,B,Levko and Permutation,1200.0,"['constructive algorithms', 'math', 'number theory']"
361A,361,A,Levko and Table,800.0,"['constructive algorithms', 'implementation']"
360E,360,E,Levko and Game,2800.0,"['graphs', 'greedy', 'shortest paths']"
360D,360,D,Levko and Sets,2600.0,['number theory']
360C,360,C,Levko and Strings,2500.0,"['combinatorics', 'dp']"
360B,360,B,Levko and Array,2000.0,"['binary search', 'dp']"
360A,360,A,Levko and Array Recovery,1700.0,"['greedy', 'implementation']"
359E,359,E,Neatness,2400.0,"['constructive algorithms', 'dfs and similar']"
359D,359,D,Pair of Numbers,2000.0,"['binary search', 'brute force', 'data structures', 'math', 'two pointers']"
359C,359,C,Prime Number,1900.0,"['math', 'number theory']"
359B,359,B,Permutation,1400.0,"['constructive algorithms', 'dp', 'math']"
359A,359,A,Table,1000.0,"['constructive algorithms', 'greedy', 'implementation']"
358E,358,E,Dima and Kicks,2300.0,"['brute force', 'dsu', 'graphs', 'implementation']"
358D,358,D,Dima and Hares,1800.0,"['dp', 'greedy']"
358C,358,C,Dima and Containers,2000.0,"['constructive algorithms', 'greedy', 'implementation']"
358B,358,B,Dima and Text Messages,1500.0,"['brute force', 'strings']"
358A,358,A,Dima and Continuous Line,1400.0,"['brute force', 'implementation']"
357B,357,B,Flag Day,1400.0,"['constructive algorithms', 'implementation']"
357A,357,A,Group of Students,1000.0,"['brute force', 'greedy', 'implementation']"
356E,356,E,Xenia and String Problem,3000.0,"['dp', 'hashing', 'implementation', 'string suffix structures', 'strings']"
356D,356,D,Bags and Coins,2700.0,"['bitmasks', 'constructive algorithms', 'dp', 'greedy']"
356C,356,C,Compartments,2100.0,"['combinatorics', 'constructive algorithms', 'greedy', 'implementation']"
356B,356,B,Xenia and Hamming,1900.0,"['implementation', 'math']"
356A,356,A,Knight Tournament,1500.0,"['data structures', 'dsu']"
355B,355,B,Vasya and Public Transport,1100.0,"['greedy', 'implementation']"
355A,355,A,Vasya and Digital Root,1100.0,"['constructive algorithms', 'implementation']"
354E,354,E,Lucky Number Representation,2200.0,"['constructive algorithms', 'dfs and similar', 'dp']"
354D,354,D,Transferring Pyramid,2900.0,['dp']
354C,354,C,Vasya and Beautiful Arrays,2100.0,"['brute force', 'dp', 'number theory']"
354B,354,B,Game with Strings,2400.0,"['bitmasks', 'dp', 'games']"
354A,354,A,Vasya and Robot,1500.0,"['brute force', 'greedy', 'math']"
353E,353,E,Antichain,2200.0,"['dp', 'graph matchings', 'greedy']"
353D,353,D,Queue,2000.0,"['constructive algorithms', 'dp']"
353C,353,C,Find Maximum,1600.0,"['implementation', 'math', 'number theory']"
353B,353,B,Two Heaps,1900.0,"['combinatorics', 'constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']"
353A,353,A,Domino,1200.0,"['implementation', 'math']"
352B,352,B,Jeff and Periods,1300.0,"['implementation', 'sortings']"
352A,352,A,Jeff and Digits,1000.0,"['brute force', 'implementation', 'math']"
351E,351,E,Jeff and Permutation,2200.0,['greedy']
351D,351,D,Jeff and Removing Periods,2700.0,['data structures']
351C,351,C,Jeff and Brackets,2500.0,"['dp', 'matrices']"
351B,351,B,Jeff and Furik,1900.0,"['combinatorics', 'dp', 'probabilities']"
351A,351,A,Jeff and Rounding,1800.0,"['dp', 'greedy', 'implementation', 'math']"
350E,350,E,Wrong Floyd,2200.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs']"
350D,350,D,Looking for Owls,2400.0,"['binary search', 'data structures', 'geometry', 'hashing', 'sortings']"
350C,350,C,Bombs,1600.0,"['greedy', 'implementation', 'sortings']"
350B,350,B,Resort,1500.0,['graphs']
350A,350,A,TL,1200.0,"['brute force', 'greedy', 'implementation']"
349B,349,B,Color the Fence,1700.0,"['data structures', 'dp', 'greedy', 'implementation']"
349A,349,A,Cinema Line,1100.0,"['greedy', 'implementation']"
348E,348,E,Pilgrims,2800.0,"['dfs and similar', 'dp', 'trees']"
348D,348,D,Turtles,2500.0,"['dp', 'matrices']"
348C,348,C,Subset Sums,2500.0,"['brute force', 'data structures']"
348B,348,B,Apple Tree,2100.0,"['dfs and similar', 'number theory', 'trees']"
348A,348,A,Mafia,1600.0,"['binary search', 'math', 'sortings']"
347B,347,B,Fixed Points,1100.0,"['brute force', 'implementation', 'math']"
347A,347,A,Difference Row,1300.0,"['constructive algorithms', 'implementation', 'sortings']"
346E,346,E,Doodle Jump,3000.0,"['math', 'number theory']"
346D,346,D,Robot Control,2600.0,"['dp', 'graphs', 'shortest paths']"
346C,346,C,Number Transformation II,2200.0,"['greedy', 'math']"
346B,346,B,Lucky Common Subsequence,2000.0,"['dp', 'strings']"
346A,346,A,Alice and Bob,1600.0,"['games', 'math', 'number theory']"
345G,345,G,Suffix Subgroup,2200.0,"['*special', 'strings']"
345F,345,F,Superstitions Inspection,2700.0,['*special']
345E,345,E,Black Cat Rush,2700.0,['*special']
345D,345,D,Chain Letter,2200.0,"['*special', 'dfs and similar', 'graphs']"
345C,345,C,Counting Fridays,2000.0,['*special']
345B,345,B,Triskaidekaphobia,2100.0,['*special']
345A,345,A,Expecting Trouble,1500.0,"['*special', 'probabilities']"
344B,344,B,Simple Molecules,1200.0,"['brute force', 'graphs', 'math']"
344A,344,A,Magnets,800.0,['implementation']
343E,343,E,Pumping Stations,2900.0,"['brute force', 'dfs and similar', 'divide and conquer', 'flows', 'graphs', 'greedy', 'trees']"
343D,343,D,Water Tree,2100.0,"['data structures', 'dfs and similar', 'graphs', 'trees']"
343C,343,C,Read Time,1900.0,"['binary search', 'greedy', 'two pointers']"
343B,343,B,Alternating Current,1600.0,"['data structures', 'greedy', 'implementation']"
343A,343,A,Rational Resistance,1600.0,"['math', 'number theory']"
342E,342,E,Xenia and Tree,2400.0,"['data structures', 'divide and conquer', 'trees']"
342D,342,D,Xenia and Dominoes,2100.0,"['bitmasks', 'dfs and similar', 'dp']"
342C,342,C,Cupboard and Balloons,1900.0,['geometry']
342B,342,B,Xenia and Spies,1500.0,"['brute force', 'greedy', 'implementation']"
342A,342,A,Xenia and Divisors,1200.0,"['greedy', 'implementation']"
341E,341,E,Candies Game,3000.0,"['constructive algorithms', 'greedy']"
341D,341,D,Iahub and Xors,2500.0,['data structures']
340E,340,E,Iahub and Permutations,2000.0,"['combinatorics', 'math']"
340D,340,D,Bubble Sort Graph,1500.0,"['binary search', 'data structures', 'dp']"
340C,340,C,Tourist Problem,1600.0,"['combinatorics', 'implementation', 'math']"
340B,340,B,Maximal Area Quadrilateral,2100.0,"['brute force', 'geometry']"
340A,340,A,The Wall,1200.0,['math']
339E,339,E,Three Swaps,2700.0,"['constructive algorithms', 'dfs and similar', 'greedy']"
339D,339,D,Xenia and Bit Operations,1700.0,"['data structures', 'trees']"
339C,339,C,Xenia and Weights,1700.0,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'shortest paths']"
339B,339,B,Xenia and Ringroad,1000.0,['implementation']
